Wall time,Step,Value
1528117237.9527345,167,1.3347806930541992
1528117307.262576,474,1.260021448135376
1528117323.2394595,536,1.0867071151733398
1528117334.1838307,586,1.2716314792633057
1528117347.6789207,647,1.2244446277618408
1528117531.5841153,1436,1.1070215702056885
1528117601.9682603,1737,1.0291391611099243
1528117635.0447197,1877,1.0421503782272339
1528117735.8945374,2307,1.0700584650039673
1528117753.8324769,2389,0.999119758605957
1528117777.2934544,2486,1.0442824363708496
1528117955.3469362,3246,1.108123540878296
1528118244.6462438,4492,1.1462615728378296
1528118394.550375,5134,0.971004843711853
1528118575.4080985,5907,0.8420457243919373
1528118593.5303257,5990,0.987532913684845
1528118761.1476467,6699,0.9007126092910767
1528118763.7732368,6711,0.9686449766159058
1528118824.064544,6966,1.0066123008728027
1528118939.5105073,7463,0.9139817953109741
1528119017.370586,7798,1.0141961574554443
1528119025.0378861,7833,0.8793815970420837
1528119105.4521487,8180,0.8899123668670654
1528119114.4402313,8221,0.9511945247650146
1528119296.4457893,8498,1.0622953176498413
1528119475.5451648,9260,0.898539662361145
1528119523.2854218,9468,0.9514919519424438
1528119739.2785778,10399,1.0553455352783203
1528119855.017967,10905,0.9901965856552124
1528119868.1704116,10966,1.0910744667053223
1528119999.153596,11532,1.000116229057312
1528120006.4804187,11566,0.9894061088562012
1528120097.766863,11969,1.0719239711761475
1528120307.8326414,12877,0.9994656443595886
1528120344.5674152,13034,1.0955445766448975
1528120638.9168344,14294,1.0872328281402588
1528120725.3260489,14668,1.0658392906188965
1528120752.0558043,14779,1.043668270111084
1528120913.4606855,15473,1.206321120262146
1528121063.335763,16116,1.3071441650390625
1528121354.6025562,16857,1.2486549615859985
1528121409.5238225,17097,1.2330741882324219
1528121459.9478555,17317,1.1927261352539062
1528121513.9605258,17543,1.2940528392791748
1528121976.180741,19531,1.2091736793518066
1528122002.5155468,19640,1.2562282085418701
1528122022.4421608,19731,1.162459373474121
1528122099.62702,20062,1.1465566158294678
1528122210.9499855,20539,1.0652809143066406
1528122221.8989904,20578,1.121395468711853
1528122269.5048518,20782,1.1975867748260498
1528122285.494205,20855,1.1093792915344238
1528122339.4125164,21080,1.1272094249725342
1528122353.3960564,21144,1.1310815811157227
1528122394.1585913,21319,1.1531598567962646
1528122628.8994238,22330,1.099714756011963
1528122637.2470336,22358,1.0940001010894775
1528122852.0977619,23286,1.023941993713379
1528122870.8642344,23361,1.1104238033294678
1528122885.308817,23427,1.0792570114135742
1528122942.9076924,23670,1.0446720123291016
1528122949.6634676,23701,1.2875704765319824
1528123054.263993,24147,1.3793141841888428
1528123083.8153017,24282,1.394132137298584
1528123094.8957498,24322,1.127634882926941
1528123306.1717985,24727,1.3771884441375732
1528123354.5285318,24934,1.0449917316436768
1528123429.1103013,25253,1.1120591163635254
1528123790.4505746,26797,1.2749555110931396
1528123977.481898,27603,1.1870663166046143
1528124290.0581508,28970,1.2917548418045044
1528124295.6640983,28996,1.203188419342041
1528124357.8471677,29263,1.2821016311645508
1528124488.729218,29829,1.1504793167114258
1528124529.163041,30005,1.1881523132324219
1528124637.9657605,30470,1.1852564811706543
1528124669.050375,30612,1.34238862991333
1528124691.8687716,30706,1.1622941493988037
1528124694.9436443,30720,1.1939234733581543
1528124854.5037153,31406,1.2852925062179565
1528124865.0388796,31443,1.1013273000717163
1528124979.975539,31936,1.1319594383239746
1528125096.4727,32435,1.278745174407959
1528125319.9609883,32894,1.1159310340881348
1528125321.7155414,32902,1.1378471851348877
1528125385.576371,33181,1.1498770713806152
1528125432.6596284,33375,1.189660668373108
1528125516.5219803,33737,1.2359862327575684
1528125519.1661325,33749,1.2303047180175781
1528125527.0485208,33785,1.0966427326202393
1528125538.8620863,33839,1.3932551145553589
1528125549.2884886,33876,1.2383437156677246
1528125557.3761728,33913,1.2285517454147339
1528125662.6487799,34362,1.2337709665298462
1528125700.6122124,34525,1.1581802368164062
1528125716.8060706,34599,1.1157307624816895
1528125924.5797758,35483,1.155529260635376
1528126032.2281477,35953,1.1079037189483643
1528126052.9357913,36037,1.1637564897537231
1528126191.6186683,36629,1.3093608617782593
1528126198.2025194,36659,1.083842158317566
1528126242.542832,36850,1.2987163066864014
1528126324.388713,37202,1.0229182243347168
1528126392.3878317,37489,1.031958818435669
1528126457.2822328,37764,0.9485174417495728
1528126481.8135047,37876,1.3242402076721191
1528126680.9818687,38720,1.2664521932601929
1528126707.2306845,38840,1.2884950637817383
1528126814.3006337,39296,1.2959492206573486
1528126910.2235332,39702,1.2399178743362427
