Wall time,Step,Value
1528117238.013049,167,0.5681427717208862
1528117307.323034,474,0.4568020701408386
1528117323.3008716,536,0.47914496064186096
1528117334.2438426,586,0.38046663999557495
1528117347.7402713,647,0.3946610689163208
1528117531.6441529,1436,0.4697839021682739
1528117602.0283594,1737,0.41983067989349365
1528117635.1058884,1877,0.45723405480384827
1528117735.9554894,2307,0.45229679346084595
1528117753.8939579,2389,0.45287537574768066
1528117777.3534129,2486,0.3892868161201477
1528117955.4075048,3246,0.42846840620040894
1528118244.7067502,4492,0.3343595266342163
1528118394.6104019,5134,0.20060938596725464
1528118575.4696422,5907,0.28870946168899536
1528118593.5903513,5990,0.3836648464202881
1528118761.2074904,6699,0.4002547264099121
1528118763.8336937,6711,0.430533766746521
1528118824.1247947,6966,0.39559707045555115
1528118939.5712142,7463,0.33021509647369385
1528119017.4315007,7798,0.2634127736091614
1528119025.0967655,7833,0.42222094535827637
1528119105.5130978,8180,0.27695149183273315
1528119114.4997947,8221,0.2578679323196411
1528119296.5056844,8498,0.1824851632118225
1528119475.6058753,9260,0.1788981556892395
1528119523.3449,9468,0.36225003004074097
1528119739.3389523,10399,0.29835784435272217
1528119855.0785491,10905,0.23783308267593384
1528119868.230362,10966,0.258809357881546
1528119999.213672,11532,0.3690260052680969
1528120006.5408854,11566,0.2655957341194153
1528120097.8267298,11969,0.22464235126972198
1528120307.8933144,12877,0.4921778440475464
1528120344.6280699,13034,0.2998548746109009
1528120638.9772866,14294,0.30843085050582886
1528120725.3873627,14668,0.3050251007080078
1528120752.1156456,14779,0.28061312437057495
1528120913.5212317,15473,0.30603811144828796
1528121063.3957403,16116,0.1886434555053711
1528121354.6633496,16857,0.2558146119117737
1528121409.5839872,17097,0.17239460349082947
1528121460.0078948,17317,0.37367039918899536
1528121514.0206268,17543,0.369893342256546
1528121976.240312,19531,0.22650206089019775
1528122002.575751,19640,0.4860173761844635
1528122022.5016265,19731,0.254688560962677
1528122099.6879396,20062,0.31061387062072754
1528122211.0127177,20539,0.23953741788864136
1528122221.9608226,20578,0.1970439851284027
1528122269.564759,20782,0.34324705600738525
1528122285.555325,20855,0.19557029008865356
1528122339.4729784,21080,0.2121427357196808
1528122353.4554877,21144,0.30921265482902527
1528122394.218992,21319,0.2085365206003189
1528122628.9599624,22330,0.3459450602531433
1528122637.306391,22358,0.3959028720855713
1528122852.1588237,23286,0.4015025794506073
1528122870.9243705,23361,0.36557286977767944
1528122885.3691592,23427,0.2452496886253357
1528122942.967733,23670,0.2479914277791977
1528122949.7236693,23701,0.22827987372875214
1528123054.3247066,24147,0.3247186541557312
1528123083.875136,24282,0.31609028577804565
1528123094.9559186,24322,0.19258198142051697
1528123306.2379801,24727,0.29109349846839905
1528123354.5892608,24934,0.6057876348495483
1528123429.1694224,25253,0.19146884977817535
1528123790.510509,26797,0.5389133095741272
1528123977.5407805,27603,0.19840344786643982
1528124290.1176062,28970,0.4329422414302826
1528124295.7238672,28996,0.304226815700531
1528124357.9055762,29263,0.3496832549571991
1528124488.7891495,29829,0.3350508213043213
1528124529.2239432,30005,0.21289709210395813
1528124638.025763,30470,0.25116097927093506
1528124669.1107028,30612,0.2869795262813568
1528124691.9287233,30706,0.29046085476875305
1528124695.003799,30720,0.38452720642089844
1528124854.5638418,31406,0.29290199279785156
1528124865.0996418,31443,0.3027244806289673
1528124980.0355108,31936,0.170180544257164
1528125096.5321321,32435,0.26812317967414856
1528125320.0208762,32894,0.36834126710891724
1528125321.7769525,32902,0.2586727440357208
1528125385.6370494,33181,0.29050928354263306
1528125432.7194417,33375,0.22256715595722198
1528125516.5817623,33737,0.3693365454673767
1528125519.2264445,33749,0.333627313375473
1528125527.1085303,33785,0.33168506622314453
1528125538.9220772,33839,0.35455751419067383
1528125549.348461,33876,0.3736454248428345
1528125557.436922,33913,0.5798513293266296
1528125662.7079985,34362,0.28454411029815674
1528125700.673108,34525,0.2046259343624115
1528125716.8665147,34599,0.40442579984664917
1528125924.6414711,35483,0.19330839812755585
1528126032.2874508,35953,0.36857128143310547
1528126052.9956436,36037,0.29978328943252563
1528126191.679317,36629,0.3087655305862427
1528126198.2630508,36659,0.25850915908813477
1528126242.6034682,36850,0.23497828841209412
1528126324.4485729,37202,0.22441191971302032
1528126392.4476154,37489,0.4321803152561188
1528126457.3422937,37764,0.2171427309513092
1528126481.8735688,37876,0.3326226770877838
1528126681.042258,38720,0.3040398955345154
1528126707.291727,38840,0.24162384867668152
1528126814.361403,39296,0.16299298405647278
1528126910.2838416,39702,0.25721290707588196
1528127267.9088583,40720,0.4207158088684082
1528127283.8064651,40793,0.3856688141822815
1528127396.473615,41271,0.2723902761936188
1528127599.8496284,42134,0.2698001563549042
1528127677.662987,42468,0.21156969666481018
1528127950.9490702,43639,0.41275086998939514
1528127966.7715104,43711,0.23785555362701416
1528127989.6725988,43805,0.3040466010570526
1528128033.2755392,43993,0.2696496844291687
1528128080.9220169,44200,0.2253977656364441
1528128094.3914025,44251,0.2461017370223999
1528128105.9919057,44304,0.273001492023468
1528128225.167177,44816,0.3862670063972473
1528128259.8306105,44964,0.4045770466327667
1528128355.7438312,45372,0.32887619733810425
1528128384.8553135,45507,0.4341205954551697
1528128419.652912,45658,0.33702394366264343
1528128576.5223446,46334,0.17834991216659546
1528128593.5519996,46413,0.15711140632629395
