Wall time,Step,Value
1528117090.5621927,42,0.39706167578697205
1528117237.9527345,167,0.445671409368515
1528117251.4112651,229,0.264660120010376
1528117252.4916296,234,0.45571789145469666
1528117307.262576,474,0.38684001564979553
1528117323.2394595,536,0.3564823865890503
1528117332.6465828,579,0.3373366892337799
1528117334.1838307,586,0.39837050437927246
1528117344.8023129,634,0.22040386497974396
1528117347.6789207,647,0.41199591755867004
1528117364.6506908,714,0.5258719325065613
1528117385.222534,808,0.4247102737426758
1528117434.758162,1014,0.3843660056591034
1528117509.085175,1333,0.5350344181060791
1528117520.4611757,1385,0.3481617867946625
1528117521.989859,1392,0.21169017255306244
1528117531.5841153,1436,0.5045576095581055
1528117591.894933,1691,0.4016138017177582
1528117601.3120852,1734,0.4941438138484955
1528117601.9682603,1737,0.479435533285141
1528117635.0447197,1877,0.3832196891307831
1528117643.8142562,1917,0.5050202012062073
1528117672.1105638,2036,0.45998644828796387
1528117735.8945374,2307,0.6488534808158875
1528117753.8324769,2389,0.3717782497406006
1528117777.0748677,2485,0.5514063835144043
1528117777.2934544,2486,0.5479950904846191
1528117823.484576,2685,0.32083365321159363
1528117905.3350008,3038,0.32079553604125977
1528117949.5936744,3230,0.2815004289150238
1528117955.3469362,3246,0.40022075176239014
1528117968.2118611,3305,0.6605885624885559
1528118041.483508,3618,0.47275495529174805
1528118041.9174504,3620,0.450932115316391
1528118052.8576372,3670,0.6205395460128784
1528118070.694456,3741,0.5255523324012756
1528118088.177563,3821,0.3953380882740021
1528118120.0715861,3956,0.5357248187065125
1528118203.9152963,4317,0.5447433590888977
1528118224.4854689,4400,0.4775855541229248
1528118244.6462438,4492,0.3561271131038666
1528118248.379849,4509,0.42218294739723206
1528118287.3298676,4676,0.587107241153717
1528118314.1233132,4788,0.44711169600486755
1528118356.4582112,4971,0.665983259677887
1528118394.550375,5134,0.5812801122665405
1528118443.1057727,5345,0.5444074273109436
1528118448.4869025,5359,0.6001935005187988
1528118532.852234,5723,0.528861939907074
1528118565.9961452,5864,0.38712871074676514
1528118575.4080985,5907,0.48896554112434387
1528118593.5303257,5990,0.5027042031288147
1528118644.09679,6200,0.3440684974193573
1528118648.256789,6219,0.5507039427757263
1528118731.2621186,6574,0.41175079345703125
1528118761.1476467,6699,0.34825101494789124
1528118763.7732368,6711,0.6530492901802063
1528118797.3155725,6854,0.4976389408111572
1528118824.064544,6966,0.3225407302379608
1528118867.6559799,7155,0.674964427947998
1528118919.5065956,7382,0.5704915523529053
1528118938.8486774,7460,0.40019699931144714
1528118939.5105073,7463,0.4548553228378296
1528118950.019077,7511,0.6393714547157288
1528119017.370586,7798,0.7467226982116699
1528119025.0378861,7833,0.5221574306488037
1528119061.863438,7991,0.5954227447509766
1528119078.266542,8066,0.3536663353443146
1528119105.4521487,8180,0.828203022480011
1528119114.4402313,8221,0.7193570137023926
1528119264.7810633,8363,0.6990923285484314
1528119296.4457893,8498,0.7622312903404236
1528119298.6289663,8508,0.7161145210266113
1528119321.7269094,8601,0.3991556167602539
1528119384.9615765,8878,0.4610022008419037
1528119399.7765174,8935,0.8090535998344421
1528119412.4736457,8993,0.4597071707248688
1528119475.5451648,9260,0.7705116271972656
1528119523.2854218,9468,0.4279957711696625
1528119542.0846274,9554,0.7491387724876404
1528119547.261047,9567,0.5141699314117432
1528119575.9553666,9698,0.6249048709869385
1528119710.5196102,10276,0.48040905594825745
1528119739.2785778,10399,0.5317569375038147
